respondent_id,month,region,segment,prefecture,age,gender,household_size,has_children,youngest_child_age,relationship_status,income_bracket,awareness,familiarity,opinion,consideration,likelihood,intent,nps,func_convenience,func_value,func_quality,func_variety,func_reliability,emot_excitement,emot_relaxation,emot_connection,emot_authenticity,emot_memorable
M09_0001,M09,Local,Young Families,Kanagawa,40,Female,3,TRUE,1,Married,5-7M,6,4,5,6,6,5,8,4,4,4,4,4,4,5,6,4,5
M09_0002,M09,Local,Young Families,Osaka,25,Female,3,TRUE,1,Married,5-7M,6,3,3,6,6,4,7,5,4,4,5,7,4,4,5,5,6
M09_0003,M09,Local,Young Families,Osaka,35,Female,5,TRUE,0,Married,3-5M,4,4,2,4,4,6,3,4,5,7,5,5,3,4,5,5,5
M09_0004,M09,Local,Young Families,Kanagawa,39,Female,4,TRUE,4,Married,5-7M,7,4,6,4,4,5,6,7,6,5,5,4,6,4,4,4,6
M09_0005,M09,Local,Young Families,Chiba,32,Female,3,TRUE,0,Married,Under 3M,6,5,6,5,2,4,6,5,4,6,5,4,6,6,5,5,6
M09_0006,M09,Local,Young Families,Hokkaido,31,Other/Prefer not to say,3,TRUE,4,Married,5-7M,5,4,5,5,4,4,5,3,3,4,3,3,6,4,5,5,4
M09_0007,M09,Local,Young Families,Osaka,25,Female,3,TRUE,2,Married,5-7M,6,3,6,4,7,7,9,4,4,5,4,5,6,5,4,5,5
M09_0008,M09,Local,Young Families,Aichi,32,Female,3,TRUE,4,Partnered,3-5M,7,7,5,6,4,4,6,5,6,5,6,4,5,7,5,6,5
M09_0009,M09,Local,Young Families,Saitama,44,Male,4,TRUE,2,Partnered,Under 3M,7,6,5,5,4,4,7,4,5,5,5,6,4,6,7,4,7
M09_0010,M09,Local,Young Families,Tokyo,42,Female,3,TRUE,2,Partnered,7-10M,6,4,5,3,3,4,4,6,4,4,4,6,3,5,4,4,4
M09_0011,M09,Local,Young Families,Tokyo,29,Female,3,TRUE,3,Married,3-5M,7,4,4,6,4,4,7,5,4,4,3,5,5,4,4,4,2
M09_0012,M09,Local,Young Families,Fukuoka,38,Male,4,TRUE,0,Married,5-7M,5,6,4,5,5,6,7,4,5,4,4,4,5,2,4,1,6
M09_0013,M09,Local,Young Families,Aichi,27,Female,4,TRUE,0,Married,Under 3M,7,6,5,4,3,3,5,4,5,3,6,5,4,4,3,5,5
M09_0014,M09,Local,Young Families,Hokkaido,38,Female,3,TRUE,5,Married,7-10M,5,3,5,5,3,4,6,1,4,5,5,5,5,4,5,6,4
M09_0015,M09,Local,Young Families,Hokkaido,37,Male,3,TRUE,3,Married,3-5M,6,6,3,3,5,5,5,6,6,6,5,3,6,4,5,5,5
M09_0016,M09,Local,Young Families,Osaka,29,Female,4,TRUE,1,Married,5-7M,3,4,3,5,5,3,6,5,4,4,4,4,4,4,4,5,6
M09_0017,M09,Local,Young Families,Tokyo,42,Female,3,TRUE,0,Married,5-7M,6,4,5,4,5,5,7,4,5,4,5,4,3,5,4,4,6
M09_0018,M09,Local,Young Families,Hokkaido,38,Male,3,TRUE,0,Married,3-5M,6,5,5,3,5,4,7,5,5,5,5,7,3,4,4,5,3
M09_0019,M09,Local,Young Families,Aichi,29,Male,4,TRUE,0,Married,Over 10M,5,4,6,4,3,3,2,6,3,4,5,5,3,5,4,4,4
M09_0020,M09,Local,Young Families,Saitama,25,Male,3,TRUE,3,Married,5-7M,5,6,5,5,4,5,7,4,4,3,4,4,4,4,5,3,5
M09_0021,M09,Local,Young Families,Fukuoka,27,Female,4,TRUE,1,Married,Under 3M,6,6,4,4,5,5,4,6,6,6,6,6,6,4,6,5,5
M09_0022,M09,Local,Young Families,Kanagawa,34,Female,5,TRUE,5,Partnered,7-10M,5,5,4,4,4,2,3,6,4,5,3,4,4,4,5,6,5
M09_0023,M09,Local,Young Families,Osaka,45,Female,3,TRUE,5,Married,5-7M,6,6,6,5,4,3,4,6,6,6,6,6,4,5,4,6,6
M09_0024,M09,Local,Young Families,Tokyo,40,Male,3,TRUE,4,Married,5-7M,4,3,5,4,6,6,9,6,5,6,5,5,7,4,6,7,6
M09_0025,M09,Local,Young Families,Saitama,26,Male,4,TRUE,5,Married,3-5M,5,4,4,5,3,3,9,4,4,5,4,4,5,4,5,5,3
M09_0026,M09,Local,Young Families,Kanagawa,27,Female,5,TRUE,0,Married,Under 3M,5,3,4,4,3,3,4,5,3,2,4,5,5,4,5,4,5
M09_0027,M09,Local,Young Families,Aichi,35,Male,3,TRUE,5,Married,7-10M,4,3,3,5,2,1,5,4,5,5,4,5,4,5,5,6,5
