respondent_id,month,region,segment,prefecture,age,gender,household_size,has_children,youngest_child_age,relationship_status,income_bracket,awareness,familiarity,opinion,consideration,likelihood,intent,nps,func_convenience,func_value,func_quality,func_variety,func_reliability,emot_excitement,emot_relaxation,emot_connection,emot_authenticity,emot_memorable
M06_0001,M06,Local,Young Families,Osaka,27,Female,3,TRUE,4,Married,5-7M,7,4,7,4,6,5,8,5,4,5,4,5,6,4,4,5,6
M06_0002,M06,Local,Young Families,Tokyo,36,Male,4,TRUE,4,Married,7-10M,5,4,6,3,1,2,4,4,4,5,6,3,6,5,5,3,5
M06_0003,M06,Local,Young Families,Kanagawa,43,Male,5,TRUE,3,Partnered,3-5M,7,6,5,4,4,3,4,4,7,7,5,5,5,4,5,7,6
M06_0004,M06,Local,Young Families,Fukuoka,31,Male,4,TRUE,5,Married,5-7M,4,5,4,5,3,4,6,4,6,7,4,6,4,5,4,4,3
M06_0005,M06,Local,Young Families,Osaka,42,Male,3,TRUE,5,Married,5-7M,7,7,2,5,3,4,7,4,5,4,3,4,3,5,5,4,3
M06_0006,M06,Local,Young Families,Osaka,26,Female,3,TRUE,0,Married,5-7M,7,7,6,5,7,7,8,5,4,4,4,5,4,5,5,2,4
M06_0007,M06,Local,Young Families,Chiba,42,Male,3,TRUE,3,Married,5-7M,6,5,5,4,6,3,5,6,5,4,5,4,4,4,4,3,5
M06_0008,M06,Local,Young Families,Saitama,44,Male,4,TRUE,4,Partnered,7-10M,6,7,4,6,5,3,6,3,2,4,3,4,4,3,3,5,4
M06_0009,M06,Local,Young Families,Chiba,44,Female,5,TRUE,5,Married,7-10M,4,4,5,4,3,3,5,6,6,6,5,6,5,3,4,4,5
M06_0010,M06,Local,Young Families,Kanagawa,34,Female,4,TRUE,0,Married,5-7M,7,7,5,4,3,4,5,6,4,5,5,7,4,5,5,7,6
M06_0011,M06,Local,Young Families,Fukuoka,26,Female,4,TRUE,1,Married,5-7M,6,5,4,4,2,4,8,6,5,4,4,4,6,6,7,6,5
M06_0012,M06,Local,Young Families,Osaka,42,Other/Prefer not to say,3,TRUE,2,Married,Under 3M,6,4,5,3,3,5,6,5,7,5,6,5,5,5,4,3,6
M06_0013,M06,Local,Young Families,Chiba,29,Male,3,TRUE,0,Partnered,5-7M,6,7,5,6,4,5,9,6,3,7,5,7,5,5,5,4,7
M06_0014,M06,Local,Young Families,Saitama,45,Male,3,TRUE,1,Married,7-10M,6,5,5,4,4,4,6,5,5,4,5,5,5,5,5,5,5
M06_0015,M06,Local,Young Families,Fukuoka,25,Male,5,TRUE,5,Partnered,Over 10M,5,3,5,4,4,4,6,4,4,4,4,4,3,4,2,3,3
M06_0016,M06,Local,Young Families,Saitama,27,Female,3,TRUE,5,Married,Under 3M,6,6,4,4,4,3,8,3,3,3,6,3,6,5,6,6,4
M06_0017,M06,Local,Young Families,Tokyo,43,Female,3,TRUE,5,Married,Over 10M,4,6,6,6,4,4,5,4,7,6,3,6,4,5,4,4,5
M06_0018,M06,Local,Young Families,Osaka,27,Male,4,TRUE,0,Married,Over 10M,7,4,7,7,6,4,8,4,5,4,3,4,4,5,4,4,4
M06_0019,M06,Local,Young Families,Fukuoka,41,Male,3,TRUE,0,Married,Over 10M,6,7,5,4,5,3,9,5,6,6,6,4,4,5,4,6,6
M06_0020,M06,Local,Young Families,Tokyo,36,Male,4,TRUE,1,Married,Over 10M,4,4,5,4,3,5,9,4,4,3,4,5,5,5,4,3,4
M06_0021,M06,Local,Young Families,Chiba,43,Male,4,TRUE,1,Married,Over 10M,6,5,4,4,5,4,4,5,4,4,5,4,5,6,5,6,6
M06_0022,M06,Local,Young Families,Fukuoka,38,Male,4,TRUE,3,Partnered,3-5M,6,5,1,4,5,4,6,3,3,1,3,4,6,4,7,4,4
M06_0023,M06,Local,Young Families,Kanagawa,31,Female,5,TRUE,5,Married,Over 10M,6,5,6,5,4,4,6,5,5,3,5,5,5,6,6,3,5
M06_0024,M06,Local,Young Families,Kanagawa,32,Male,3,TRUE,5,Married,5-7M,5,5,5,5,5,5,8,4,5,5,5,3,4,3,5,4,5
M06_0025,M06,Local,Young Families,Aichi,36,Female,3,TRUE,3,Married,3-5M,6,6,5,3,4,3,4,6,5,6,7,6,4,5,3,5,6
M06_0026,M06,Local,Young Families,Aichi,41,Male,3,TRUE,5,Married,Under 3M,6,4,5,4,5,4,9,5,3,6,6,6,5,6,7,5,5
