respondent_id,month,region,segment,prefecture,age,gender,household_size,has_children,youngest_child_age,relationship_status,income_bracket,awareness,familiarity,opinion,consideration,likelihood,intent,nps,func_convenience,func_value,func_quality,func_variety,func_reliability,emot_excitement,emot_relaxation,emot_connection,emot_authenticity,emot_memorable
M07_0001,M07,Local,Young Families,Fukuoka,32,Female,4,TRUE,2,Married,7-10M,5,4,5,3,3,4,7,4,3,3,3,5,5,4,3,3,3
M07_0002,M07,Local,Young Families,Saitama,32,Male,4,TRUE,3,Married,3-5M,5,3,5,5,5,3,6,6,5,5,5,5,3,4,5,3,6
M07_0003,M07,Local,Young Families,Hokkaido,37,Male,3,TRUE,1,Married,7-10M,7,5,7,4,4,5,5,6,5,5,5,5,6,4,6,6,6
M07_0004,M07,Local,Young Families,Fukuoka,44,Male,3,TRUE,1,Married,5-7M,5,4,6,7,3,4,5,6,5,5,6,5,5,4,6,5,6
M07_0005,M07,Local,Young Families,Fukuoka,35,Female,3,TRUE,4,Partnered,7-10M,7,5,5,6,4,2,7,7,7,5,5,6,3,2,4,4,4
M07_0006,M07,Local,Young Families,Chiba,40,Female,3,TRUE,1,Married,7-10M,7,7,6,5,3,5,6,3,5,6,5,4,5,4,5,4,5
M07_0007,M07,Local,Young Families,Fukuoka,34,Female,4,TRUE,1,Married,7-10M,6,5,5,4,6,5,7,5,3,3,2,3,4,6,4,2,4
M07_0008,M07,Local,Young Families,Tokyo,26,Other/Prefer not to say,4,TRUE,1,Partnered,3-5M,4,6,5,5,3,3,5,4,5,4,3,3,6,4,5,5,4
M07_0009,M07,Local,Young Families,Saitama,26,Male,3,TRUE,0,Partnered,Under 3M,5,5,6,6,6,4,8,6,6,5,5,5,5,4,4,4,7
M07_0010,M07,Local,Young Families,Aichi,27,Female,3,TRUE,4,Married,3-5M,6,4,6,6,4,4,6,5,5,5,4,6,5,3,4,4,5
M07_0011,M07,Local,Young Families,Hokkaido,42,Male,3,TRUE,3,Partnered,5-7M,7,7,6,4,4,4,6,5,5,4,5,6,5,7,6,6,5
M07_0012,M07,Local,Young Families,Hokkaido,35,Female,4,TRUE,1,Married,Over 10M,6,6,5,5,6,6,7,4,3,6,4,4,2,2,5,4,5
M07_0013,M07,Local,Young Families,Osaka,45,Male,4,TRUE,4,Married,7-10M,6,6,6,5,5,5,7,5,4,5,4,5,5,6,5,4,5
M07_0014,M07,Local,Young Families,Saitama,40,Female,3,TRUE,0,Married,3-5M,6,6,4,5,4,3,3,4,5,4,4,4,5,5,4,4,4
M07_0015,M07,Local,Young Families,Kanagawa,42,Female,5,TRUE,5,Married,3-5M,5,4,4,5,6,4,9,4,3,2,4,4,5,4,6,3,3
M07_0016,M07,Local,Young Families,Osaka,40,Female,4,TRUE,4,Married,Over 10M,7,5,4,5,4,4,9,6,3,4,6,5,6,6,6,4,6
M07_0017,M07,Local,Young Families,Saitama,35,Female,3,TRUE,4,Married,7-10M,6,5,5,3,4,3,6,3,5,4,4,5,6,6,5,4,6
M07_0018,M07,Local,Young Families,Aichi,36,Male,4,TRUE,4,Married,Under 3M,6,4,4,3,4,2,7,6,7,6,7,7,5,5,5,3,4
M07_0019,M07,Local,Young Families,Saitama,25,Female,5,TRUE,4,Married,3-5M,6,6,5,4,2,3,5,4,6,4,4,5,5,6,5,4,4
M07_0020,M07,Local,Young Families,Osaka,38,Male,3,TRUE,3,Married,5-7M,5,4,7,4,6,5,6,6,7,7,5,7,6,6,6,5,6
M07_0021,M07,Local,Young Families,Fukuoka,39,Female,4,TRUE,2,Married,7-10M,5,4,5,4,5,5,5,4,5,3,5,4,6,5,4,5,5
M07_0022,M07,Local,Young Families,Hokkaido,27,Female,3,TRUE,3,Married,Under 3M,5,4,4,3,3,2,5,5,6,5,5,6,5,5,3,4,5
M07_0023,M07,Local,Young Families,Aichi,37,Male,3,TRUE,4,Partnered,7-10M,4,5,5,3,3,3,6,4,3,5,5,3,5,4,5,4,5
M07_0024,M07,Local,Young Families,Chiba,39,Female,3,TRUE,0,Married,Under 3M,4,4,5,4,3,3,4,6,6,5,7,3,6,5,6,3,4
M07_0025,M07,Local,Young Families,Kanagawa,43,Male,5,TRUE,2,Married,5-7M,6,5,4,4,4,3,6,4,3,4,3,4,6,6,6,5,6
M07_0026,M07,Local,Young Families,Fukuoka,31,Female,3,TRUE,3,Married,3-5M,6,5,6,5,3,5,4,5,5,7,4,6,5,5,6,5,5
M07_0027,M07,Local,Young Families,Chiba,36,Male,3,TRUE,3,Married,5-7M,6,6,5,5,4,4,5,6,5,7,6,6,5,4,7,4,6
M07_0028,M07,Local,Young Families,Osaka,32,Male,3,TRUE,1,Partnered,7-10M,6,3,6,3,4,4,5,7,5,5,5,4,3,4,5,4,3
M07_0029,M07,Local,Young Families,Osaka,41,Female,3,TRUE,0,Married,5-7M,6,7,5,5,4,3,6,4,4,4,5,5,4,4,5,4,5
M07_0030,M07,Local,Young Families,Fukuoka,36,Female,3,TRUE,4,Married,7-10M,5,3,4,3,4,3,6,3,4,4,4,3,4,5,6,4,5
M07_0031,M07,Local,Young Families,Kanagawa,32,Female,3,TRUE,0,Married,7-10M,4,4,4,5,2,2,5,7,4,5,4,5,3,3,5,3,3
M07_0032,M07,Local,Young Families,Hokkaido,29,Female,3,TRUE,5,Married,Under 3M,5,5,6,7,5,5,8,3,5,5,6,5,7,6,7,5,7
M07_0033,M07,Local,Young Families,Aichi,27,Female,4,TRUE,0,Married,5-7M,5,5,7,6,6,4,5,2,5,4,5,5,3,3,5,3,3
M07_0034,M07,Local,Young Families,Hokkaido,25,Female,3,TRUE,1,Married,7-10M,5,4,6,4,4,4,5,4,3,4,4,5,3,4,3,4,4
M07_0035,M07,Local,Young Families,Chiba,37,Other/Prefer not to say,3,TRUE,5,Partnered,5-7M,7,5,5,5,6,4,8,5,6,4,5,7,4,5,5,4,6
M07_0036,M07,Local,Young Families,Aichi,39,Female,3,TRUE,1,Married,5-7M,6,6,5,6,5,4,5,6,5,4,5,4,6,3,4,4,6
M07_0037,M07,Local,Young Families,Tokyo,26,Female,3,TRUE,1,Married,Under 3M,7,7,7,6,6,5,9,6,6,6,4,6,4,3,4,4,5
M07_0038,M07,Local,Young Families,Tokyo,31,Male,4,TRUE,3,Married,7-10M,6,4,5,4,1,2,5,6,5,6,5,5,5,6,6,4,4
