respondent_id,month,region,segment,prefecture,age,gender,household_size,has_children,youngest_child_age,relationship_status,income_bracket,awareness,familiarity,opinion,consideration,likelihood,intent,nps,func_convenience,func_value,func_quality,func_variety,func_reliability,emot_excitement,emot_relaxation,emot_connection,emot_authenticity,emot_memorable
M08_0001,M08,Local,Young Families,Fukuoka,37,Male,3,TRUE,1,Married,3-5M,7,6,3,5,3,2,2,3,3,3,5,2,4,5,4,3,4
M08_0002,M08,Local,Young Families,Aichi,37,Male,4,TRUE,2,Married,5-7M,7,5,5,5,4,3,6,4,5,4,6,5,5,4,4,4,5
M08_0003,M08,Local,Young Families,Fukuoka,40,Male,4,TRUE,2,Married,7-10M,4,3,5,4,5,6,8,5,5,3,5,1,5,3,7,5,5
M08_0004,M08,Local,Young Families,Fukuoka,32,Female,3,TRUE,4,Married,Over 10M,6,6,5,6,5,3,7,2,4,3,4,3,4,5,4,4,4
M08_0005,M08,Local,Young Families,Kanagawa,26,Female,3,TRUE,4,Married,3-5M,5,7,4,6,5,4,6,5,5,5,5,6,3,2,3,4,6
M08_0006,M08,Local,Young Families,Aichi,40,Female,3,TRUE,4,Married,3-5M,7,5,6,6,4,3,9,5,6,6,6,7,5,5,7,6,6
M08_0007,M08,Local,Young Families,Osaka,31,Female,4,TRUE,3,Partnered,3-5M,4,1,4,3,3,3,7,5,5,5,7,4,4,5,6,5,4
M08_0008,M08,Local,Young Families,Fukuoka,42,Male,3,TRUE,1,Married,3-5M,4,3,4,3,3,3,6,6,4,5,7,6,5,5,5,7,5
M08_0009,M08,Local,Young Families,Saitama,29,Female,4,TRUE,4,Partnered,3-5M,5,5,4,4,3,4,4,4,4,6,5,6,4,4,4,5,3
M08_0010,M08,Local,Young Families,Kanagawa,40,Female,3,TRUE,4,Married,3-5M,7,5,4,4,4,3,4,6,3,5,4,5,5,6,6,5,7
M08_0011,M08,Local,Young Families,Hokkaido,39,Other/Prefer not to say,3,TRUE,4,Married,Under 3M,7,5,5,5,5,4,5,5,5,4,4,5,6,4,5,4,4
M08_0012,M08,Local,Young Families,Hokkaido,41,Male,4,TRUE,0,Married,5-7M,6,7,4,5,5,4,8,6,3,3,2,4,4,3,3,3,2
M08_0013,M08,Local,Young Families,Aichi,28,Other/Prefer not to say,3,TRUE,3,Married,5-7M,7,5,7,3,5,3,4,4,3,4,6,5,6,4,4,4,5
M08_0014,M08,Local,Young Families,Chiba,39,Female,3,TRUE,4,Married,3-5M,4,4,5,4,3,4,7,7,5,4,5,5,2,4,4,4,4
M08_0015,M08,Local,Young Families,Aichi,38,Female,5,TRUE,3,Married,Over 10M,5,3,4,2,2,3,6,5,4,4,4,4,4,5,4,5,5
M08_0016,M08,Local,Young Families,Chiba,29,Male,3,TRUE,4,Married,7-10M,7,4,4,3,5,4,8,4,3,2,3,4,4,6,4,4,4
M08_0017,M08,Local,Young Families,Hokkaido,39,Female,3,TRUE,2,Married,Over 10M,6,6,5,3,2,3,8,4,5,6,7,4,6,7,6,6,6
M08_0018,M08,Local,Young Families,Hokkaido,28,Male,3,TRUE,3,Married,Under 3M,6,5,3,2,5,4,8,6,3,5,5,6,5,5,5,4,3
M08_0019,M08,Local,Young Families,Aichi,43,Male,4,TRUE,0,Partnered,7-10M,6,7,5,5,5,5,6,5,4,4,5,5,6,6,5,5,5
M08_0020,M08,Local,Young Families,Saitama,26,Female,5,TRUE,4,Married,Under 3M,6,5,7,6,3,5,7,4,4,5,4,3,7,7,6,4,5
M08_0021,M08,Local,Young Families,Hokkaido,33,Female,3,TRUE,3,Partnered,Under 3M,5,4,5,6,4,6,6,6,5,6,5,4,4,4,6,4,4
M08_0022,M08,Local,Young Families,Tokyo,45,Male,3,TRUE,1,Partnered,3-5M,4,4,7,5,2,2,6,6,5,4,7,4,5,4,5,5,4
M08_0023,M08,Local,Young Families,Kanagawa,38,Female,3,TRUE,3,Married,5-7M,3,3,3,3,2,3,2,3,3,3,3,5,4,4,3,3,4
M08_0024,M08,Local,Young Families,Kanagawa,30,Female,3,TRUE,3,Married,Over 10M,6,5,5,4,5,5,6,4,4,4,4,5,5,5,2,4,5
M08_0025,M08,Local,Young Families,Chiba,43,Female,3,TRUE,2,Married,5-7M,7,6,5,5,4,3,8,4,4,4,5,4,4,5,4,4,6
M08_0026,M08,Local,Young Families,Kanagawa,33,Male,5,TRUE,1,Married,7-10M,6,5,5,4,4,2,8,5,3,3,5,3,4,5,3,2,4
M08_0027,M08,Local,Young Families,Saitama,25,Female,4,TRUE,3,Partnered,Over 10M,6,6,5,4,6,6,10,7,7,6,6,5,6,6,5,6,7
M08_0028,M08,Local,Young Families,Kanagawa,41,Female,3,TRUE,4,Married,5-7M,7,4,5,5,4,3,5,5,4,5,5,4,6,5,5,4,5
M08_0029,M08,Local,Young Families,Fukuoka,45,Male,4,TRUE,0,Married,7-10M,3,2,3,4,3,4,7,4,4,5,3,5,4,4,3,4,3
M08_0030,M08,Local,Young Families,Tokyo,45,Female,4,TRUE,2,Married,3-5M,6,4,5,4,3,2,9,5,5,5,5,6,4,6,5,6,4
M08_0031,M08,Local,Young Families,Fukuoka,25,Other/Prefer not to say,4,TRUE,3,Married,3-5M,6,5,4,7,4,2,7,3,4,4,4,4,5,5,4,4,5
M08_0032,M08,Local,Young Families,Osaka,40,Female,3,TRUE,4,Married,Under 3M,5,6,5,4,4,2,5,5,5,4,6,4,5,4,6,4,5
M08_0033,M08,Local,Young Families,Tokyo,44,Female,3,TRUE,1,Married,3-5M,5,6,6,6,4,3,6,5,5,6,4,4,4,3,3,5,5
M08_0034,M08,Local,Young Families,Hokkaido,43,Male,3,TRUE,0,Married,7-10M,6,3,4,4,5,6,4,6,6,5,4,6,4,5,5,4,5
M08_0035,M08,Local,Young Families,Chiba,28,Male,4,TRUE,3,Married,3-5M,5,4,4,3,4,3,4,4,4,4,4,3,5,4,5,3,4
M08_0036,M08,Local,Young Families,Osaka,26,Female,4,TRUE,4,Married,7-10M,7,7,5,4,4,4,5,6,5,7,4,6,5,5,5,3,4
M08_0037,M08,Local,Young Families,Osaka,44,Female,3,TRUE,5,Married,5-7M,6,6,6,3,4,5,8,5,3,4,3,5,6,5,3,6,5
M08_0038,M08,Local,Young Families,Saitama,27,Male,4,TRUE,5,Married,Under 3M,5,5,4,3,5,3,2,4,4,4,3,4,3,4,5,4,5
M08_0039,M08,Local,Young Families,Fukuoka,28,Male,4,TRUE,0,Married,3-5M,5,4,5,5,3,6,7,6,4,4,7,4,4,2,6,3,3
M08_0040,M08,Local,Young Families,Tokyo,27,Male,3,TRUE,3,Married,7-10M,6,4,6,6,4,4,6,5,4,4,5,3,4,3,6,4,5
M08_0041,M08,Local,Young Families,Tokyo,27,Male,3,TRUE,4,Married,Under 3M,5,5,4,4,2,5,10,3,5,4,5,5,5,4,6,5,5
M08_0042,M08,Local,Young Families,Tokyo,42,Male,3,TRUE,2,Married,3-5M,3,2,4,4,4,4,6,4,5,4,4,4,4,4,4,6,5
M08_0043,M08,Local,Young Families,Fukuoka,26,Male,4,TRUE,0,Married,3-5M,6,6,6,3,4,4,3,7,7,5,4,4,5,6,6,5,5
M08_0044,M08,Local,Young Families,Hokkaido,31,Female,3,TRUE,2,Partnered,3-5M,6,5,5,4,5,5,4,2,4,5,4,5,7,5,5,6,5
M08_0045,M08,Local,Young Families,Kanagawa,34,Male,4,TRUE,1,Married,7-10M,7,4,5,4,5,4,7,5,4,4,3,5,4,5,4,3,5
M08_0046,M08,Local,Young Families,Kanagawa,29,Male,3,TRUE,5,Married,Over 10M,7,3,6,5,4,5,7,4,5,4,4,5,4,5,4,6,6
M08_0047,M08,Local,Young Families,Aichi,40,Male,4,TRUE,1,Partnered,7-10M,4,4,4,4,5,4,4,6,6,5,4,5,5,5,5,5,4
M08_0048,M08,Local,Young Families,Osaka,32,Female,4,TRUE,0,Married,5-7M,5,6,5,6,4,5,6,4,5,6,7,5,6,4,7,5,6
M08_0049,M08,Local,Young Families,Tokyo,30,Male,3,TRUE,1,Married,7-10M,7,4,3,3,5,3,7,4,4,3,5,5,5,3,2,1,3
M08_0050,M08,Local,Young Families,Kanagawa,39,Female,4,TRUE,4,Married,7-10M,6,6,4,4,2,4,5,5,6,6,6,6,5,4,6,5,6
