respondent_id,month,region,segment,prefecture,age,gender,household_size,has_children,youngest_child_age,relationship_status,income_bracket,awareness,familiarity,opinion,consideration,likelihood,intent,nps,func_convenience,func_value,func_quality,func_variety,func_reliability,emot_excitement,emot_relaxation,emot_connection,emot_authenticity,emot_memorable
M02_0001,M02,Local,Young Families,Fukuoka,29,Male,4,TRUE,0,Married,3-5M,4,3,4,5,3,4,3,4,3,2,3,4,4,5,5,6,4
M02_0002,M02,Local,Young Families,Fukuoka,27,Male,3,TRUE,4,Partnered,3-5M,4,3,3,5,5,4,5,5,2,4,3,3,4,3,5,4,3
M02_0003,M02,Local,Young Families,Tokyo,25,Female,3,TRUE,5,Married,Under 3M,5,5,6,5,6,4,7,6,6,4,4,3,5,4,5,6,4
M02_0004,M02,Local,Young Families,Fukuoka,38,Female,4,TRUE,0,Married,7-10M,4,4,6,5,4,3,5,4,3,6,4,3,5,4,5,4,5
M02_0005,M02,Local,Young Families,Saitama,39,Female,3,TRUE,5,Married,5-7M,7,6,4,3,4,4,7,6,7,7,5,6,4,6,6,4,4
M02_0006,M02,Local,Young Families,Hokkaido,41,Female,3,TRUE,4,Married,3-5M,4,3,7,5,5,1,7,6,4,5,5,5,3,7,4,4,4
M02_0007,M02,Local,Young Families,Tokyo,35,Female,4,TRUE,4,Married,5-7M,5,5,5,5,4,6,8,3,4,3,2,3,3,5,3,3,4
M02_0008,M02,Local,Young Families,Aichi,29,Male,4,TRUE,4,Married,3-5M,6,4,4,7,5,4,8,4,5,4,4,5,4,3,5,4,3
M02_0009,M02,Local,Young Families,Tokyo,39,Female,5,TRUE,1,Married,Over 10M,5,5,3,4,5,5,6,7,5,5,3,5,3,4,4,3,5
M02_0010,M02,Local,Young Families,Osaka,37,Female,4,TRUE,4,Married,7-10M,7,5,6,4,4,3,6,5,4,4,4,7,7,6,5,6,6
M02_0011,M02,Local,Young Families,Kanagawa,41,Female,3,TRUE,3,Married,3-5M,6,6,4,4,6,3,9,3,4,4,3,5,5,4,5,4,4
M02_0012,M02,Local,Young Families,Hokkaido,41,Female,3,TRUE,0,Partnered,3-5M,6,5,4,4,7,6,7,7,5,6,5,5,6,4,6,6,5
M02_0013,M02,Local,Young Families,Saitama,40,Male,3,TRUE,1,Married,5-7M,7,5,4,4,3,5,5,6,4,5,5,6,7,5,5,4,6
M02_0014,M02,Local,Young Families,Chiba,44,Female,3,TRUE,0,Married,Over 10M,5,5,4,5,3,4,5,4,4,3,4,4,7,6,6,6,5
M02_0015,M02,Local,Young Families,Tokyo,45,Male,3,TRUE,1,Married,7-10M,5,5,3,3,3,2,6,4,5,6,4,4,4,6,4,5,4
M02_0016,M02,Local,Young Families,Fukuoka,38,Male,3,TRUE,0,Partnered,Under 3M,6,5,5,4,5,4,7,5,3,6,4,6,4,7,5,5,4
M02_0017,M02,Local,Young Families,Kanagawa,38,Male,3,TRUE,0,Married,5-7M,6,5,4,3,3,3,5,4,5,4,5,5,5,4,4,3,4
M02_0018,M02,Local,Young Families,Chiba,36,Male,4,TRUE,5,Partnered,5-7M,6,6,4,5,6,4,9,4,4,6,5,5,3,6,6,4,5
M02_0019,M02,Local,Young Families,Osaka,36,Male,4,TRUE,4,Partnered,5-7M,5,3,4,3,2,3,7,5,6,7,7,5,4,4,5,6,4
M02_0020,M02,Local,Young Families,Chiba,33,Male,4,TRUE,0,Married,7-10M,6,6,5,5,5,5,6,5,7,5,3,5,4,3,4,5,5
M02_0021,M02,Local,Young Families,Tokyo,28,Female,4,TRUE,1,Married,3-5M,5,5,5,4,4,4,6,3,3,3,4,2,5,6,4,6,6
M02_0022,M02,Local,Young Families,Tokyo,39,Male,4,TRUE,0,Married,5-7M,4,5,4,5,5,4,5,3,3,3,5,4,5,6,5,6,4
M02_0023,M02,Local,Young Families,Osaka,32,Female,4,TRUE,3,Married,3-5M,6,5,3,4,3,4,5,4,6,6,5,7,6,7,6,5,6
M02_0024,M02,Local,Young Families,Osaka,45,Female,4,TRUE,0,Married,7-10M,4,3,2,4,3,4,4,2,4,3,5,4,5,6,5,5,5
M02_0025,M02,Local,Young Families,Saitama,31,Female,3,TRUE,4,Married,5-7M,5,6,4,5,2,3,7,6,7,5,6,5,6,4,5,5,7
M02_0026,M02,Local,Young Families,Saitama,37,Female,3,TRUE,0,Partnered,Over 10M,5,7,5,4,4,5,5,6,5,4,4,4,5,7,5,6,6
M02_0027,M02,Local,Young Families,Aichi,33,Female,3,TRUE,1,Married,Over 10M,4,4,5,5,5,3,7,7,7,3,5,4,7,5,5,6,4
M02_0028,M02,Local,Young Families,Kanagawa,35,Female,4,TRUE,0,Partnered,5-7M,5,5,7,4,3,4,6,5,4,4,5,5,5,5,5,5,7
M02_0029,M02,Local,Young Families,Hokkaido,44,Other/Prefer not to say,3,TRUE,3,Married,Under 3M,5,4,4,4,4,3,7,3,4,4,5,6,4,5,5,5,4
M02_0030,M02,Local,Young Families,Aichi,29,Female,5,TRUE,1,Married,5-7M,7,7,7,6,4,5,10,5,3,4,4,4,5,6,5,4,6
M02_0031,M02,Local,Young Families,Osaka,33,Male,5,TRUE,2,Married,7-10M,4,5,7,6,5,4,8,6,7,7,7,7,5,6,5,6,5
M02_0032,M02,Local,Young Families,Aichi,39,Female,3,TRUE,0,Partnered,3-5M,7,4,4,4,5,6,9,4,4,3,2,3,4,6,5,5,4
M02_0033,M02,Local,Young Families,Saitama,26,Female,3,TRUE,3,Married,3-5M,5,4,5,5,5,3,7,7,7,4,6,5,6,5,5,6,6
M02_0034,M02,Local,Young Families,Aichi,42,Male,3,TRUE,3,Partnered,3-5M,6,6,3,4,6,4,5,4,4,5,4,4,3,4,3,5,4
M02_0035,M02,Local,Young Families,Hokkaido,28,Male,3,TRUE,2,Married,Under 3M,5,5,4,5,5,6,5,7,6,6,4,6,4,5,3,5,3
M02_0036,M02,Local,Young Families,Chiba,31,Female,4,TRUE,3,Married,5-7M,7,5,4,3,2,2,6,5,5,4,3,4,4,4,5,6,5
M02_0037,M02,Local,Young Families,Fukuoka,38,Female,3,TRUE,2,Married,3-5M,5,5,3,4,2,3,2,6,5,4,5,5,6,5,6,5,5
M02_0038,M02,Local,Young Families,Saitama,41,Female,4,TRUE,4,Married,7-10M,7,5,6,6,4,4,9,7,5,5,4,6,6,4,7,5,7
M02_0039,M02,Local,Young Families,Hokkaido,32,Male,3,TRUE,5,Married,7-10M,6,3,4,4,5,5,4,5,5,6,5,3,3,4,6,3,3
M02_0040,M02,Local,Young Families,Fukuoka,45,Female,4,TRUE,3,Married,7-10M,4,4,4,4,2,5,7,5,4,6,4,4,3,4,5,5,4
M02_0041,M02,Local,Young Families,Chiba,35,Male,4,TRUE,3,Married,Over 10M,6,4,3,5,4,4,5,7,6,6,4,7,5,5,6,6,5
M02_0042,M02,Local,Young Families,Fukuoka,28,Male,3,TRUE,0,Married,7-10M,6,4,4,3,3,5,5,3,4,5,4,3,5,5,5,5,5
M02_0043,M02,Local,Young Families,Hokkaido,42,Female,4,TRUE,5,Married,Under 3M,4,2,6,4,5,5,6,5,5,5,4,6,3,5,4,4,3
M02_0044,M02,Local,Young Families,Fukuoka,44,Male,5,TRUE,0,Married,5-7M,4,4,4,5,6,5,8,3,5,3,5,4,5,4,4,4,6
M02_0045,M02,Local,Young Families,Osaka,40,Male,3,TRUE,1,Married,7-10M,4,3,5,4,4,3,7,7,5,6,6,5,5,4,4,6,5
M02_0046,M02,Local,Young Families,Hokkaido,39,Male,3,TRUE,5,Married,7-10M,5,4,4,3,5,2,4,5,5,4,4,4,4,5,3,3,6
M02_0047,M02,Local,Young Families,Osaka,29,Female,3,TRUE,1,Married,3-5M,5,5,5,3,5,5,7,3,5,5,5,4,5,5,4,4,5
M02_0048,M02,Local,Young Families,Kanagawa,38,Female,4,TRUE,2,Married,7-10M,6,7,5,6,5,5,4,3,4,4,4,5,5,4,6,5,4
M02_0049,M02,Local,Young Families,Hokkaido,33,Male,4,TRUE,5,Married,3-5M,5,5,2,3,3,5,4,5,3,3,3,4,5,5,5,5,4
M02_0050,M02,Local,Young Families,Osaka,29,Male,3,TRUE,0,Married,7-10M,5,6,5,4,5,4,4,5,5,4,4,6,4,4,4,4,5
M02_0051,M02,Local,Young Families,Aichi,31,Female,3,TRUE,0,Married,3-5M,4,5,4,3,3,2,5,5,4,6,7,5,4,5,4,3,5
M02_0052,M02,Local,Young Families,Kanagawa,38,Female,3,TRUE,3,Married,3-5M,5,4,4,5,3,3,8,5,4,3,6,4,4,5,4,3,4
M02_0053,M02,Local,Young Families,Tokyo,25,Female,3,TRUE,3,Partnered,Over 10M,6,5,6,3,2,3,6,5,5,4,6,5,5,5,7,5,6
M02_0054,M02,Local,Young Families,Tokyo,40,Female,4,TRUE,4,Married,5-7M,6,5,6,6,5,4,6,3,7,3,4,5,6,5,4,5,4
M02_0055,M02,Local,Young Families,Fukuoka,45,Male,3,TRUE,1,Partnered,3-5M,4,5,5,5,2,3,5,5,5,5,3,6,5,6,5,3,4
M02_0056,M02,Local,Young Families,Saitama,31,Other/Prefer not to say,3,TRUE,2,Married,3-5M,6,4,5,6,4,4,6,6,4,5,5,4,5,4,5,4,6
M02_0057,M02,Local,Young Families,Chiba,30,Male,4,TRUE,2,Partnered,5-7M,4,4,6,4,5,5,7,5,3,4,5,5,3,4,5,3,4
M02_0058,M02,Local,Young Families,Kanagawa,43,Male,3,TRUE,1,Partnered,7-10M,5,5,5,5,4,4,3,6,3,5,3,4,5,6,5,5,6
M02_0059,M02,Local,Young Families,Kanagawa,35,Female,3,TRUE,4,Married,Over 10M,5,4,6,6,6,4,5,7,7,3,5,4,7,5,7,5,5
M02_0060,M02,Local,Young Families,Fukuoka,27,Female,4,TRUE,2,Married,Over 10M,5,5,5,5,4,6,7,3,3,4,6,4,5,5,5,4,5
M02_0061,M02,Local,Young Families,Hokkaido,42,Male,3,TRUE,2,Married,3-5M,7,5,4,3,3,4,7,5,4,5,3,3,3,5,4,3,4
M02_0062,M02,Local,Young Families,Aichi,39,Female,3,TRUE,0,Married,Under 3M,6,6,3,4,4,4,7,4,7,5,6,6,5,5,5,6,6
M02_0063,M02,Local,Young Families,Tokyo,39,Male,3,TRUE,3,Married,5-7M,6,5,4,5,4,3,6,4,4,3,5,3,4,6,4,5,5
M02_0064,M02,Local,Young Families,Hokkaido,40,Male,3,TRUE,2,Married,7-10M,6,4,5,5,3,3,6,5,6,6,5,6,4,5,6,5,4
M02_0065,M02,Local,Young Families,Hokkaido,25,Female,3,TRUE,5,Married,Under 3M,5,4,4,4,4,5,5,6,5,6,7,5,6,5,4,5,4
M02_0066,M02,Local,Young Families,Saitama,28,Male,4,TRUE,2,Married,3-5M,6,4,5,4,3,2,5,6,6,4,5,5,5,6,5,6,5
M02_0067,M02,Local,Young Families,Osaka,33,Female,3,TRUE,1,Married,5-7M,6,4,4,4,5,5,5,5,5,5,5,4,7,7,6,5,7
M02_0068,M02,Local,Young Families,Hokkaido,28,Male,4,TRUE,2,Partnered,3-5M,5,6,5,5,6,4,6,4,5,6,5,6,5,6,4,4,5
M02_0069,M02,Local,Young Families,Kanagawa,26,Male,3,TRUE,4,Married,7-10M,4,4,5,5,4,4,8,5,5,5,4,5,5,5,5,5,4
M02_0070,M02,Local,Young Families,Saitama,38,Male,5,TRUE,0,Married,3-5M,6,4,5,5,4,4,5,4,6,4,3,4,5,5,5,6,6
M02_0071,M02,Local,Young Families,Kanagawa,44,Male,5,TRUE,5,Partnered,5-7M,4,4,3,3,2,1,4,5,6,5,6,5,5,4,5,4,3
M02_0072,M02,Local,Young Families,Tokyo,41,Male,5,TRUE,1,Married,Under 3M,4,4,5,3,5,3,3,4,4,4,6,4,5,5,5,4,3
M02_0073,M02,Local,Young Families,Tokyo,39,Female,3,TRUE,5,Married,7-10M,6,6,4,4,3,5,5,6,5,5,1,4,4,4,4,6,5
M02_0074,M02,Local,Young Families,Aichi,40,Male,3,TRUE,4,Married,7-10M,3,5,3,4,5,3,6,5,5,5,3,4,3,3,2,5,3
M02_0075,M02,Local,Young Families,Saitama,36,Male,3,TRUE,2,Partnered,Under 3M,5,7,4,5,6,4,6,5,3,4,4,3,3,3,3,2,3
M02_0076,M02,Local,Young Families,Osaka,42,Male,3,TRUE,5,Married,5-7M,5,5,3,4,4,4,5,5,4,4,4,4,4,4,5,3,4
M02_0077,M02,Local,Young Families,Tokyo,36,Female,5,TRUE,1,Married,3-5M,6,4,4,5,3,3,4,4,4,3,5,5,6,5,5,3,4
